"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"187",0,2.19568572096206,0.882,0.294,0,"9","HIST1H4C"
"188",0,2.18968261371958,0.87,0.032,0,"9","APOC1"
"189",0,2.18867190379568,0.977,0.237,0,"9","HMGA1"
"190",0,2.13520257071602,0.998,0.379,0,"9","TUBB"
"191",0,2.11170158221534,0.997,0.344,0,"9","BLVRB"
"192",0,2.0954066923304,0.967,0.188,0,"9","REXO2"
"193",0,2.08867724896143,0.976,0.295,0,"9","MPC2"
"194",0,2.06585240973426,0.918,0.04,0,"9","KCNH2"
"195",0,2.04674152887969,0.987,0.615,0,"9","HSP90AA1"
"196",0,2.02711699756099,0.976,0.244,0,"9","HSPD1"
"197",0,2.01159439004577,0.997,0.514,0,"9","TUBA1B"
"198",0,1.95839282848798,0.982,0.351,0,"9","CA1"
"199",0,1.91658775407448,1,0.761,0,"9","HMGB1"
"200",0,1.9162492807475,0.999,0.388,0,"9","AHSP"
"201",0,3.9511310872258,1,0.285,0,"10","LST1"
"202",0,3.57344447090568,0.98,0.075,0,"10","FCGR3A"
"203",0,3.39043041164186,0.999,0.334,0,"10","AIF1"
"204",0,3.24007751522061,1,0.266,0,"10","FCER1G"
"205",0,3.2284955113374,0.928,0.168,0,"10","IFITM3"
"206",0,3.2248282448221,0.999,0.506,0,"10","SAT1"
"207",0,2.96211488245134,0.97,0.103,0,"10","SERPINA1"
"208",0,2.95954044477483,0.999,0.464,0,"10","COTL1"
"209",0,2.81285012387465,0.903,0.044,0,"10","MS4A7"
"210",0,2.79043067976377,0.999,0.315,0,"10","S100A11"
"211",0,2.75955620940066,0.997,0.39,0,"10","PSAP"
"212",0,2.63855495201972,0.998,0.363,0,"10","CTSS"
"213",0,2.61453771323806,0.87,0.046,0,"10","LINC01272"
"214",0,2.59363130617336,0.928,0.14,0,"10","CFD"
"215",0,2.58665085428406,1,0.322,0,"10","TYROBP"
"216",0,2.53393953635654,1,0.989,0,"10","FTL"
"217",0,2.45818888387868,0.994,0.303,0,"10","CST3"
"218",0,2.43331695109693,1,0.996,0,"10","FTH1"
"219",0,2.39541154469323,0.904,0.096,0,"10","CD68"
"220",0,2.34155451880246,0.846,0.074,0,"10","IFI30"
"221",0,4.36580698023968,0.953,0.065,0,"11","IGLL1"
"222",0,3.91891178092747,0.628,0.061,0,"11","DNTT"
"223",0,3.80158576166884,0.956,0.251,0,"11","STMN1"
"224",0,3.41006995715978,0.917,0.018,0,"11","VPREB1"
"225",0,3.2270840599479,0.771,0.302,0,"11","HIST1H4C"
"226",0,3.03084489081305,0.476,0.046,0,"11","TCL1A"
"227",0,2.98629782570951,0.835,0.045,0,"11","VPREB3"
"228",0,2.97206497865899,0.895,0.141,0,"11","CD79B"
"229",0,2.85724093070712,0.902,0.521,0,"11","TUBA1B"
"230",0,2.78672174736795,0.995,0.763,0,"11","HMGB1"
"231",0,2.73975618331316,0.967,0.696,0,"11","HMGN2"
"232",0,2.72747062534866,0.773,0.026,0,"11","CD24"
"233",0,2.66947242154946,0.912,0.386,0,"11","TUBB"
"234",0,2.65092466499682,0.924,0.095,0,"11","SOX4"
"235",0,2.64959048147864,0.946,0.577,0,"11","HMGB2"
"236",0,2.45547749479585,0.934,0.536,0,"11","H2AFZ"
"237",0,2.26323794050488,0.773,0.157,0,"11","KIAA0101"
"238",0,2.25932848661461,0.738,0.06,0,"11","UHRF1"
"239",0,2.14734479922336,0.597,0.028,0,"11","CD9"
"240",0,2.08169761630267,0.929,0.335,0,"11","H2AFY"
"241",0,3.22888621799182,0.996,0.305,0,"12","CST3"
"242",0,3.09306294685059,0.999,0.42,0,"12","HLA-DPB1"
"243",0,3.03442506025078,0.999,0.435,0,"12","HLA-DRA"
"244",0,3.00501886551677,0.994,0.353,0,"12","HLA-DPA1"
"245",0,2.90022228954512,0.813,0.029,0,"12","FCER1A"
"246",0,2.8865455963133,0.995,0.347,0,"12","HLA-DRB1"
"247",0,2.78732418273989,0.916,0.142,0,"12","HLA-DQA1"
"248",0,2.74525748112114,1,0.671,0,"12","CD74"
"249",0,2.55360889739613,0.95,0.241,0,"12","HLA-DQB1"
"250",0,2.35477986245783,0.831,0.188,0,"12","HLA-DRB5"
"251",0,2.13792713819291,0.989,0.428,0,"12","LGALS1"
"252",0,2.1332972153887,0.961,0.419,0,"12","LYZ"
"253",0,2.00401765223896,0.568,0.009,0,"12","CLEC10A"
"254",0,1.94429820493187,0.957,0.211,0,"12","HLA-DMA"
"255",0,1.92019291315324,0.925,0.245,0,"12","ANXA2"
"256",0,1.89906478114709,0.989,0.453,0,"12","GSTP1"
"257",0,1.84390324695897,0.998,0.68,0,"12","VIM"
"258",0,1.75980747835664,0.965,0.466,0,"12","COTL1"
"259",0,1.68833501952538,0.943,0.544,0,"12","S100A10"
"260",0,1.54169427698885,0.867,0.145,0,"12","KLF4"
"261",0,4.72085630793613,0.835,0.073,0,"13","MPO"
"262",0,4.29521324085865,0.607,0.028,0,"13","PRTN3"
"263",0,4.09571089373758,0.712,0.034,0,"13","ELANE"
"264",0,3.93478902004923,0.857,0.145,0,"13","RP11-1143G9.4"
"265",0,3.79209164985301,0.834,0.026,0,"13","AZU1"
"266",0,3.29821050138412,0.987,0.42,0,"13","LYZ"
"267",0,2.97750614625164,0.676,0.02,0,"13","CTSG"
